population,income,averlight,places,b_diversity,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainment,finance,food,health,nightclub,office,other,public_use,recreation,religious,residential,restaurant_and_cafe,retail,service,transportation,b_price,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,b_opening_23,b_opening_count
331,149083,11,0,0.0,44,0,114,-117.639161,33.453785,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,149083,10,0,0.0,16,0,115,-117.633781,33.453812,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,104931,12,7,1.0,28,0,116,-117.628401,33.45384,la,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,104639,10,2,0.69,41,0,117,-117.623021,33.453867,la,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,2
210,104639,12,0,0.0,8,0,118,-117.617641,33.453894,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,104639,24,5,1.33,48,0,119,-117.612262,33.45392,la,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,1.0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,0,0,3
257,47105,36,23,1.27,70,0,120,-117.606882,33.453947,la,0,0,0,0,2,0,2,0,1,14,0,0,0,0,0,3,1,0,0.0,0,0,0,0,0,0,0,1,5,8,10,9,9,9,9,9,10,6,3,3,1,0,0,0,11
189,47105,36,10,0.8,49,0,121,-117.601502,33.453973,la,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,1,1,2,4,4,5,5,5,5,5,5,3,2,0,0,0,0,0,0,5
92,47105,32,22,1.36,49,4,122,-117.596122,33.453999,la,0,0,0,0,0,0,4,0,0,10,0,0,1,0,0,2,5,0,0.0,0,0,0,0,0,1,1,1,6,10,11,11,11,11,11,10,9,2,1,0,0,0,0,0,11
92,126154,14,3,0.64,12,0,123,-117.590742,33.454025,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2
37,126154,8,2,0.69,12,0,124,-117.585362,33.45405,la,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2
1,0,5,0,0.0,10,0,126,-117.574603,33.454101,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,9,4,0.0,12,0,129,-117.698374,33.457975,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
152,0,6,5,1.33,8,0,131,-117.676854,33.458094,la,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2
303,61010,9,5,0.95,49,39,132,-117.671474,33.458124,la,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0.0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
594,61010,14,22,1.71,58,0,133,-117.666094,33.458153,la,0,0,0,0,0,1,2,0,2,7,0,1,0,0,0,3,6,0,0.0,0,0,0,0,0,0,1,1,1,2,2,3,3,2,2,2,2,2,1,1,1,1,0,0,3
433,66071,28,78,1.75,69,0,134,-117.660714,33.458182,la,1,0,1,0,8,3,14,0,7,35,0,1,1,0,1,1,5,0,2.0,3,3,3,3,3,4,4,9,16,29,32,34,35,35,35,35,36,19,16,15,10,6,6,5,39
368,71573,34,28,1.28,58,0,135,-117.655334,33.45821,la,3,0,0,0,0,2,15,0,0,6,0,0,0,0,0,2,0,0,1.0,0,0,0,0,0,0,1,1,3,6,12,12,11,11,10,10,9,6,4,3,3,1,0,0,12
300,88848,27,61,0.37,55,0,136,-117.649954,33.458238,la,1,0,0,0,0,0,55,0,0,5,0,0,0,0,0,0,0,0,0.0,1,1,1,1,1,1,1,4,12,15,15,14,14,14,14,14,13,3,2,1,1,1,1,1,16
265,53854,16,0,0.0,32,0,137,-117.644574,33.458266,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,53854,10,0,0.0,46,0,138,-117.639194,33.458294,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,149083,7,2,0.0,20,0,139,-117.633814,33.458322,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,149083,12,1,0.0,9,0,140,-117.628434,33.458349,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,104931,15,12,1.36,46,0,141,-117.623053,33.458376,la,0,0,0,0,2,0,6,0,0,2,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
196,104639,17,1,0.0,32,0,142,-117.617673,33.458403,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,104639,28,3,0.64,49,0,143,-117.612293,33.45843,la,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,1,1,1,1,1,0,0,3
188,104639,40,24,1.7,48,0,144,-117.606913,33.458457,la,0,0,0,0,2,8,0,0,1,5,0,0,0,0,2,5,1,0,1.56,0,0,0,0,0,0,6,9,11,13,19,19,18,18,17,17,17,16,14,13,8,6,4,0,19
227,126154,41,33,1.91,42,70,145,-117.601533,33.458483,la,0,0,1,0,1,3,10,0,3,6,0,0,0,0,1,2,6,0,1.67,0,0,0,0,1,1,1,3,5,10,11,13,14,14,14,15,15,8,7,6,4,1,1,0,16
266,133713,36,88,1.25,26,0,146,-117.596153,33.458509,la,1,0,1,0,6,0,55,0,8,13,0,0,1,0,0,0,3,0,0.0,1,1,1,1,1,1,2,3,16,25,26,25,26,26,26,25,25,8,6,5,4,2,2,2,28
314,133713,27,43,1.41,37,0,147,-117.590773,33.458535,la,0,0,0,0,0,3,4,0,4,25,0,0,2,0,0,2,3,0,2.0,0,0,0,0,0,0,1,2,12,13,13,13,13,13,13,13,11,3,1,1,1,1,1,0,15
333,133713,21,31,1.17,52,0,148,-117.585393,33.45856,la,0,0,0,0,3,1,0,0,4,20,0,0,1,0,0,0,2,0,0.0,0,0,0,0,0,0,0,2,5,13,16,16,16,16,16,16,14,6,3,2,2,1,1,1,17
179,133713,15,18,1.27,43,0,149,-117.580013,33.458585,la,0,0,0,0,1,0,1,0,2,11,0,1,0,0,0,0,2,0,0.0,0,0,0,0,0,2,2,3,3,6,6,6,6,6,6,6,6,3,2,2,1,0,0,0,6
0,152092,10,3,0.0,11,0,150,-117.574632,33.45861,la,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,6,0,0.0,9,0,151,-117.569252,33.458635,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,4,0,0.0,8,0,152,-117.563872,33.45866,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,152092,1,0,0.0,5,0,156,-117.542351,33.458756,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,11,3,1.1,7,0,159,-117.714551,33.462393,la,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2
61,106442,20,10,1.36,16,84,160,-117.709171,33.462424,la,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,0,0,5
90,106442,28,10,1.47,54,24,161,-117.70379,33.462454,la,0,0,0,0,1,2,0,0,1,4,0,0,0,0,0,0,2,0,2.0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,2,2,1,0,0,0,0,4
90,106442,34,16,1.59,65,1009,162,-117.69841,33.462485,la,0,0,0,0,1,5,0,0,0,5,0,0,0,0,1,2,2,0,2.0,0,0,0,0,0,1,1,2,4,5,7,10,10,10,10,10,10,8,6,6,4,2,0,0,10
62,106442,31,16,1.72,34,73,163,-117.69303,33.462515,la,0,0,0,0,0,5,0,0,0,4,1,1,1,0,0,1,3,0,2.0,0,0,0,0,0,0,1,1,4,5,8,10,10,10,9,9,8,8,4,3,1,1,0,0,10
18,0,16,4,1.04,15,0,164,-117.68765,33.462545,la,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,0,12,0,0.0,28,591,165,-117.682269,33.462574,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,121705,13,39,1.54,58,0,166,-117.676889,33.462604,la,0,0,0,0,4,3,3,0,1,20,0,0,1,0,0,0,6,1,2.0,1,1,1,1,1,1,3,4,9,16,17,18,18,18,18,18,16,7,7,6,3,1,1,1,19
710,121705,12,4,0.56,61,0,167,-117.671509,33.462633,la,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,74201,14,13,1.44,64,0,168,-117.666128,33.462662,la,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,1,3,0,0.0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,4,4,4,3,3,1,1,0,0,0,5
479,80132,25,17,1.45,65,0,169,-117.660748,33.462691,la,0,0,0,0,2,0,0,0,3,6,0,0,0,0,0,1,5,0,0.0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,6
384,88848,32,82,1.99,56,0,170,-117.655368,33.46272,la,1,1,0,2,8,10,15,0,8,25,0,0,0,0,2,2,8,0,1.75,1,1,1,1,4,6,7,11,19,32,37,40,39,39,39,39,39,29,22,18,16,8,4,1,41
354,88848,23,3,0.64,35,0,171,-117.649987,33.462748,la,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,2
298,53854,13,2,0.69,33,0,172,-117.644607,33.462776,la,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,53854,9,5,0.0,38,0,173,-117.639227,33.462804,la,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,130294,9,5,0.5,30,0,174,-117.633846,33.462832,la,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,149083,14,7,0.96,34,0,175,-117.628466,33.462859,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,170625,17,17,1.01,42,0,176,-117.623086,33.462886,la,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,170625,16,4,1.04,28,0,177,-117.617705,33.462913,la,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
198,104639,23,2,0.69,6,0,178,-117.612325,33.46294,la,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
205,104639,34,3,0.64,19,0,179,-117.606945,33.462966,la,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
326,133713,32,13,1.88,36,0,180,-117.601564,33.462992,la,3,0,0,0,2,2,2,0,1,2,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,2,2,2,6,7,7,6,6,6,6,6,5,2,1,0,0,0,0,7
332,133713,29,4,1.04,31,0,181,-117.596184,33.463018,la,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
334,133713,27,9,1.0,32,0,182,-117.590803,33.463044,la,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,3
342,133713,20,12,0.29,52,0,183,-117.585423,33.46307,la,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2
307,133713,15,6,1.24,41,0,184,-117.580043,33.463095,la,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,152092,9,9,1.15,20,0,185,-117.574662,33.46312,la,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,5,2,1,1,0,0,0,0,5
4,152092,3,0,0.0,13,0,186,-117.569282,33.463145,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,2,0,0.0,17,0,187,-117.563901,33.463169,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,1,0,0.0,12,0,188,-117.558521,33.463194,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,1,0,0.0,18,0,189,-117.55314,33.463218,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,1,0,0.0,13,0,190,-117.54776,33.463242,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,11,0,0.0,15,0,195,-117.719968,33.466871,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,85875,20,6,0.64,27,0,196,-117.714588,33.466902,la,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
308,106442,32,64,2.17,42,3,197,-117.709207,33.466933,la,2,2,1,0,6,8,7,0,7,20,0,1,0,0,1,3,4,2,1.5,1,1,1,1,1,2,2,5,12,19,25,29,29,30,30,30,30,21,15,10,8,4,1,1,34
183,106442,43,43,2.06,58,11,198,-117.703827,33.466964,la,2,0,0,0,4,7,5,0,3,11,0,0,0,0,2,4,5,0,1.83,2,2,2,2,3,4,5,8,15,21,24,26,26,26,24,22,23,18,11,9,7,4,2,2,28
115,106442,49,115,1.9,52,0,199,-117.698446,33.466994,la,3,0,0,0,17,8,17,1,14,41,0,0,0,0,4,5,5,0,2.0,1,1,1,1,1,3,6,8,27,48,52,55,53,52,52,51,48,28,13,9,5,5,1,1,60
276,106442,39,72,1.81,43,202,200,-117.693066,33.467024,la,2,0,0,0,3,6,3,1,3,37,0,3,0,0,3,3,6,2,1.5,3,3,3,3,3,6,10,15,20,28,37,37,37,36,35,35,34,33,22,17,13,5,5,4,40
304,47159,26,31,1.43,62,0,201,-117.687685,33.467054,la,0,0,0,0,1,6,0,0,0,15,0,0,0,0,0,2,5,2,1.0,2,2,2,2,2,2,4,6,9,10,10,13,13,13,13,13,12,11,8,8,7,4,4,2,14
154,23962,25,62,1.79,65,0,202,-117.682305,33.467084,la,1,1,0,0,4,3,0,0,3,23,0,0,0,0,2,5,17,3,1.5,2,2,2,2,2,2,3,7,14,18,20,23,23,23,22,21,21,14,7,4,4,4,3,2,26
342,23962,22,77,1.58,64,0,203,-117.676924,33.467114,la,0,0,8,0,2,0,1,0,8,37,0,0,2,0,0,2,15,2,0.0,0,0,0,0,0,0,1,4,9,16,16,16,16,16,16,16,16,6,2,1,0,0,0,0,17
1009,70186,17,2,0.0,60,140,204,-117.671544,33.467143,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
465,80132,12,13,1.41,62,0,205,-117.666163,33.467172,la,0,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,4,0,0.0,1,1,1,1,1,1,2,2,4,5,5,5,5,5,5,5,5,4,3,3,2,2,2,1,5
413,88848,12,17,1.14,56,0,206,-117.660782,33.467201,la,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,8,0,0.0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
362,88848,12,6,0.0,29,0,207,-117.655402,33.467229,la,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,3
354,88848,10,0,0.0,26,0,208,-117.650021,33.467258,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,88848,8,6,1.24,16,0,209,-117.644641,33.467286,la,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,2
279,130294,10,10,1.03,37,0,210,-117.63926,33.467313,la,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
300,130294,12,47,1.51,40,0,211,-117.633879,33.467341,la,0,1,0,0,7,0,1,0,8,20,0,0,0,0,0,1,9,0,0.0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2
241,170625,16,10,1.5,42,0,212,-117.628499,33.467368,la,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
201,170625,16,2,0.69,28,0,213,-117.623118,33.467396,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,170625,12,0,0.0,9,0,214,-117.617737,33.467423,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,170625,22,2,0.69,25,0,216,-117.606976,33.467476,la,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
300,136094,23,14,1.54,52,0,217,-117.601595,33.467502,la,0,0,0,0,1,2,6,0,0,3,0,0,0,0,1,0,1,0,1.5,1,1,1,1,1,1,1,1,2,3,3,5,5,5,5,5,6,5,4,4,4,3,1,1,6
281,136094,19,6,0.45,48,0,218,-117.596215,33.467528,la,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
285,136094,14,6,1.1,24,204,219,-117.590834,33.467554,la,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,133713,11,3,1.1,34,0,220,-117.585453,33.467579,la,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,152092,8,2,0.0,20,0,221,-117.580073,33.467605,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,1,0,0.0,11,0,223,-117.569311,33.467654,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,1,0,0.0,5,0,224,-117.563931,33.467679,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,85875,17,30,1.55,30,199,235,-117.720006,33.47138,la,0,0,0,0,2,3,12,0,1,9,0,1,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,1,3,5,6,6,6,6,6,6,6,4,2,0,0,0,0,0,6
787,98917,21,29,1.69,49,262,236,-117.714625,33.471412,la,0,0,0,0,1,0,5,0,5,11,0,0,0,0,0,2,3,2,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3
1626,98917,25,2,0.69,47,0,237,-117.709244,33.471443,la,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,62254,31,17,1.56,64,0,238,-117.703863,33.471473,la,0,0,1,0,0,0,5,0,0,6,0,0,0,0,2,1,2,0,1.0,2,2,2,2,2,2,2,4,6,9,10,10,9,9,9,9,8,5,3,2,2,2,2,2,12
1040,61520,33,41,1.93,71,988,239,-117.698482,33.471504,la,2,1,1,0,5,3,7,0,4,13,0,0,0,0,0,0,5,0,1.0,0,0,0,0,0,0,1,2,9,18,19,21,21,21,21,21,20,10,6,4,4,1,0,0,22
482,107661,26,18,1.46,57,0,240,-117.693102,33.471534,la,0,0,1,0,1,1,0,0,2,10,0,0,2,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,3,2,1,0,0,0,0,4
184,128024,25,7,1.48,44,0,241,-117.687721,33.471564,la,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,1,0.0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3
126,23962,26,7,1.48,70,0,242,-117.68234,33.471594,la,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,1,0,1.5,0,0,0,0,0,0,0,1,3,4,6,6,6,6,6,6,6,5,5,4,3,0,0,0,6
109,23962,22,12,1.52,55,0,243,-117.676959,33.471623,la,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,2,4,0,1.0,0,0,0,0,0,0,0,0,3,5,7,7,7,7,7,7,7,4,3,2,1,1,0,0,7
238,42163,14,4,0.56,33,0,244,-117.671578,33.471652,la,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,3
248,66638,10,4,0.56,38,0,245,-117.666197,33.471681,la,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
205,66638,8,3,0.64,36,0,246,-117.660817,33.47171,la,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207,100703,6,0,0.0,15,0,247,-117.655436,33.471739,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,100703,5,1,0.0,21,0,248,-117.650055,33.471767,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,100703,6,2,0.69,16,0,249,-117.644674,33.471795,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,100703,9,10,0.5,49,0,250,-117.639293,33.471823,la,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
