population,income,averlight,places,b_diversity,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainment,finance,food,health,nightclub,office,other,public_use,recreation,religious,residential,restaurant_and_cafe,retail,service,transportation,b_price,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,b_opening_23,b_opening_count
3,47589,27,1,0.0,53,0,16867,-117.99074,34.087295,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,47589,22,1,0.0,42,0,16868,-117.985321,34.087339,la,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
1686,64688,23,9,1.0,57,0,16869,-117.979902,34.087382,la,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1,0,0.0,1,1,1,1,1,1,1,1,2,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5
1334,61127,41,33,2.04,56,42,16870,-117.974483,34.087425,la,0,0,0,0,2,3,6,0,0,7,0,0,5,0,1,1,4,4,1.0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,2
1391,31563,58,101,2.14,66,43,16871,-117.969064,34.087468,la,1,0,0,0,12,19,19,0,4,19,0,1,4,0,2,10,3,7,1.17,3,3,3,3,4,5,7,14,19,31,38,44,43,43,43,43,43,39,32,25,20,9,4,3,44
1266,60271,65,244,1.8,67,49,16872,-117.963644,34.08751,la,3,0,1,0,16,12,45,0,20,99,0,1,1,0,0,11,31,4,1.75,3,3,3,3,3,4,4,7,15,43,57,59,58,57,57,57,55,44,27,17,9,8,4,4,59
1206,51597,53,38,1.68,65,10,16873,-117.958225,34.087553,la,0,0,1,0,0,1,12,0,1,13,0,0,1,0,1,0,5,3,0.0,0,0,0,0,0,0,0,0,3,5,7,7,6,6,6,6,6,5,3,1,1,1,0,0,7
937,51719,36,13,1.2,61,11,16874,-117.952806,34.087595,la,0,0,2,0,0,0,0,0,0,7,0,2,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,0,0,0,2
758,51719,35,19,2.08,45,78,16875,-117.947387,34.087637,la,2,0,2,0,2,5,2,0,1,2,0,0,0,0,0,2,1,0,0.0,0,0,0,0,0,0,0,1,3,4,4,8,8,8,8,4,4,3,3,2,2,1,1,0,8
1248,59091,36,7,1.35,57,0,16876,-117.941968,34.087679,la,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1100,90208,35,16,1.93,62,10,16877,-117.936549,34.08772,la,0,0,1,0,1,1,3,0,0,2,0,0,4,0,0,1,3,0,2.0,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,2,1,1,1,1,1,1,1,5
1108,90208,34,19,1.66,56,3,16878,-117.93113,34.087761,la,0,0,1,0,1,3,1,0,0,9,0,0,0,0,1,1,2,0,0.0,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,3,3,3,2,2,2,2,4
579,83977,36,10,1.09,67,78,16879,-117.92571,34.087802,la,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,2,0,0,0.0,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,3
639,83977,38,30,1.47,61,3,16880,-117.920291,34.087843,la,0,0,1,0,0,1,9,0,1,13,0,0,2,0,0,0,3,0,0.0,1,1,1,1,1,1,1,2,2,6,6,6,7,7,7,7,7,4,3,3,3,2,2,1,8
905,43482,52,15,1.73,61,18,16881,-117.914872,34.087883,la,0,0,3,1,1,0,0,0,1,5,0,0,1,0,0,3,0,0,2.0,0,0,0,0,0,0,0,1,2,2,4,4,4,4,4,4,4,3,3,3,1,1,0,0,4
1026,30077,57,42,2.04,69,7,16882,-117.909453,34.087924,la,1,0,1,0,6,3,2,0,3,12,0,0,0,0,2,1,9,2,2.0,1,1,1,1,2,2,5,9,11,14,16,16,17,16,16,16,16,14,13,13,12,11,6,1,17
586,81979,41,62,0.87,56,1,16883,-117.904034,34.087964,la,0,0,2,0,1,0,48,0,1,7,0,0,0,0,0,0,1,2,0.0,0,0,0,0,0,0,0,1,8,15,17,17,17,17,17,17,17,7,1,0,0,0,0,0,17
689,72054,40,119,1.25,54,13,16884,-117.898614,34.088003,la,1,0,0,0,6,0,70,0,11,25,0,0,2,0,0,0,3,1,0.0,0,0,0,0,0,0,0,0,14,23,23,23,23,22,22,22,20,8,2,2,1,0,0,0,24
565,72054,63,313,2.01,72,703,16885,-117.893195,34.088043,la,7,1,3,0,28,15,72,2,27,104,1,1,5,0,3,18,22,4,2.0,3,3,3,3,3,5,5,12,48,79,97,110,110,109,107,105,103,64,36,29,21,13,7,6,126
839,29560,41,228,1.67,60,5,16886,-117.887776,34.088082,la,0,1,1,0,13,2,11,0,28,91,0,0,8,0,0,15,58,0,0.0,2,2,2,2,2,2,2,3,11,20,21,21,21,21,21,21,20,7,5,5,4,3,2,2,22
868,43299,32,45,1.46,61,1,16887,-117.882357,34.088121,la,0,0,1,0,10,0,11,0,13,10,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,1,1,4,8,8,8,8,8,8,8,8,3,3,3,2,1,0,0,8
841,43299,30,34,2.23,57,11,16888,-117.876937,34.08816,la,1,0,1,1,5,5,8,0,1,5,0,0,1,0,1,3,1,1,1.67,1,1,1,1,2,4,5,6,10,11,14,17,16,16,15,15,15,14,14,13,12,7,2,1,17
647,43299,26,41,2.08,40,15,16889,-117.871518,34.088199,la,2,0,1,0,6,5,2,0,3,12,0,0,2,0,1,1,6,0,1.0,1,1,1,1,1,2,2,5,10,16,19,20,21,21,20,20,20,15,14,11,11,5,2,2,23
630,103250,20,17,1.26,51,4,16890,-117.866099,34.088237,la,0,0,2,0,0,0,0,0,1,9,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2
618,103250,17,15,1.2,49,4,16891,-117.860679,34.088275,la,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,1,2,1,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
462,77760,15,3,1.1,35,6,16892,-117.85526,34.088313,la,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,106629,11,2,0.0,13,0,16893,-117.849841,34.08835,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,106629,9,1,0.0,20,0,16894,-117.844421,34.088388,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,106629,10,4,0.69,17,0,16895,-117.839002,34.088425,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,106629,11,6,1.33,24,0,16896,-117.833583,34.088462,la,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
273,106629,11,8,1.56,32,0,16897,-117.828163,34.088498,la,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,123264,10,2,0.69,26,0,16898,-117.822744,34.088535,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,51442,8,4,1.39,6,0,16902,-117.801066,34.088678,la,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
9,51442,8,1,0.0,14,16,16903,-117.795647,34.088713,la,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
9,51442,9,0,0.0,6,0,16904,-117.790228,34.088748,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,51442,12,2,0.0,8,0,16905,-117.784808,34.088783,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,51442,24,16,0.95,35,1,16906,-117.779389,34.088818,la,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0.0,0,0,0,0,0,0,0,1,4,5,6,6,6,6,6,6,6,1,1,1,0,0,0,0,6
127,71923,45,2,0.69,57,20,16907,-117.773969,34.088852,la,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,71923,64,1,0.0,32,57,16908,-117.76855,34.088886,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,71923,32,4,0.0,51,76,16909,-117.76313,34.08892,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,62793,29,14,1.25,36,1,16910,-117.757711,34.088953,la,0,0,2,0,1,0,2,0,0,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2
757,53882,29,33,1.9,50,6,16911,-117.752291,34.088986,la,0,0,0,0,0,4,12,0,1,4,0,0,3,0,1,4,2,2,1.2,1,1,1,1,1,1,3,6,7,10,12,12,11,11,11,11,11,11,10,5,5,4,1,1,12
563,75042,26,11,1.37,37,1,16912,-117.746872,34.089019,la,0,0,3,0,1,0,0,0,0,5,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
592,75042,27,24,2.22,30,24,16913,-117.741452,34.089052,la,2,0,1,1,2,3,3,0,0,6,0,0,2,0,0,2,1,1,1.0,1,1,1,1,1,1,2,2,3,8,8,8,8,8,8,8,8,8,6,4,4,3,2,1,9
1026,57292,26,2,0.0,48,0,16914,-117.736033,34.089085,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,74489,25,7,1.35,39,3,16915,-117.730613,34.089117,la,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
568,74489,30,12,1.36,35,4,16916,-117.725194,34.089149,la,0,0,2,0,0,0,1,0,0,6,0,1,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2
712,62900,27,25,1.59,38,1,16917,-117.719774,34.089181,la,1,0,0,0,2,1,0,0,5,12,0,0,1,0,0,0,1,2,0.0,1,1,1,1,1,1,1,2,4,9,10,10,10,10,10,9,9,2,2,1,1,1,1,1,10
571,84688,22,5,0.95,31,11,16918,-117.714355,34.089213,la,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2
113,0,28,6,0.45,36,8,16919,-117.708935,34.089244,la,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0.0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2
5,130667,1,3,0.64,5,0,16932,-118.87936,34.081423,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
16,118707,5,0,0.0,14,0,16963,-118.711436,34.083878,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,180438,5,2,0.69,8,0,16964,-118.706019,34.083953,la,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,180438,2,2,0.0,7,0,16965,-118.700602,34.084028,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,180438,2,8,1.32,5,0,16966,-118.695184,34.084103,la,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,1,0,0.0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,2
13,180438,2,7,1.28,8,0,16967,-118.689767,34.084178,la,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,109145,3,39,1.58,8,0,16983,-118.603088,34.08534,la,0,1,0,0,3,2,4,0,7,19,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,2,2,4,11,13,14,14,14,14,14,13,2,1,1,1,1,0,0,14
51,198798,4,4,1.04,13,0,17000,-118.510986,34.086507,la,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,208854,4,1,0.0,11,0,17002,-118.50015,34.08664,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,208854,4,3,0.0,6,0,17004,-118.489314,34.086772,la,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,208854,11,7,1.48,13,0,17005,-118.483896,34.086837,la,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
175,180508,16,0,0.0,22,0,17006,-118.478478,34.086902,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,213636,15,11,1.59,21,0,17007,-118.47306,34.086968,la,0,0,0,0,2,2,3,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
156,191276,13,3,0.64,15,0,17008,-118.467642,34.087032,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
116,150365,13,4,0.56,12,0,17009,-118.462224,34.087097,la,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,150365,16,3,1.1,11,0,17010,-118.456805,34.087161,la,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,150365,21,7,0.8,9,1390,17011,-118.451387,34.087225,la,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,2,4,4,3,3,3,3,3,3,2,1,1,1,0,0,0,4
73,224129,26,5,0.5,10,0,17012,-118.445969,34.087289,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,218750,28,7,1.15,14,0,17013,-118.440551,34.087353,la,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
78,224129,27,8,0.97,17,0,17014,-118.435133,34.087416,la,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
121,184881,31,6,1.24,18,0,17015,-118.429715,34.08748,la,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,184881,35,7,1.15,39,0,17016,-118.424297,34.087543,la,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
163,184881,37,7,1.08,27,0,17017,-118.418878,34.087605,la,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,159875,38,10,1.7,34,0,17018,-118.41346,34.087668,la,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,2,2,1,0.0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
162,159875,39,10,1.47,32,0,17019,-118.408042,34.08773,la,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,4,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
151,250001,45,9,0.96,34,0,17020,-118.402624,34.087792,la,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
206,250001,62,3,1.1,38,0,17021,-118.397205,34.087854,la,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,52467,94,64,1.44,56,0,17022,-118.391787,34.087915,la,0,1,0,0,2,2,5,0,5,38,0,0,1,0,0,3,7,0,2.0,1,1,1,1,1,3,4,6,9,13,15,15,15,15,15,15,15,12,9,8,4,1,1,1,15
1827,71354,115,222,1.94,77,0,17023,-118.386369,34.087976,la,7,1,2,0,17,16,15,5,11,106,1,1,0,0,9,9,11,11,1.73,6,6,6,6,6,9,9,14,22,46,64,82,80,80,77,76,75,57,34,25,21,17,10,7,107
1339,71354,101,399,1.73,78,0,17024,-118.38095,34.088037,la,9,13,1,0,16,21,27,4,14,208,0,0,0,0,5,51,24,6,2.33,5,6,6,6,6,7,9,19,45,96,132,149,149,150,151,151,149,102,64,49,36,23,13,6,167
1954,86917,75,117,1.55,69,0,17025,-118.375532,34.088098,la,1,6,0,0,2,2,7,0,6,64,0,0,0,0,0,18,7,4,4.0,2,2,2,2,2,3,3,3,11,21,26,35,35,35,35,35,35,29,14,7,4,3,3,2,36
1377,71250,63,108,1.55,62,0,17026,-118.370114,34.088159,la,3,1,0,0,1,2,5,0,7,57,0,0,0,0,1,20,9,2,3.25,3,3,3,3,3,3,3,4,8,16,24,36,36,36,36,36,35,27,20,10,5,5,4,3,40
1196,63977,64,190,1.85,74,0,17027,-118.364695,34.088219,la,5,2,7,0,4,9,19,0,3,83,0,1,2,0,4,37,12,2,2.0,6,6,6,6,6,6,11,18,28,44,61,83,80,81,81,79,76,67,56,29,20,11,8,7,99
1224,92500,59,124,1.68,64,0,17028,-118.359277,34.088279,la,6,2,0,0,7,7,6,0,0,53,0,0,1,0,1,33,7,1,1.6,2,2,2,2,2,2,3,4,8,15,27,47,49,49,49,49,48,48,42,26,16,7,4,2,60
1393,95515,71,59,1.65,60,0,17029,-118.353859,34.088339,la,2,1,0,0,0,4,3,0,2,33,0,2,0,0,2,5,4,1,1.75,1,1,1,1,1,1,2,2,4,7,11,14,13,13,13,13,13,13,9,7,6,6,4,1,19
927,57885,91,148,1.59,76,0,17030,-118.34844,34.088399,la,1,3,4,1,6,3,8,1,2,88,0,0,5,0,0,12,12,2,1.5,2,2,2,2,2,2,6,17,22,39,48,53,53,53,52,53,52,39,25,17,15,10,3,2,59
1112,82857,89,128,1.25,74,0,17031,-118.343022,34.088458,la,1,4,1,0,1,10,2,0,1,85,0,0,0,0,1,8,14,0,1.75,1,1,1,1,1,3,4,5,11,26,35,36,36,36,36,36,34,24,10,7,6,6,2,1,41
1134,67813,83,64,0.91,72,0,17032,-118.337603,34.088517,la,0,1,1,0,0,2,1,0,2,51,0,0,1,0,0,3,2,0,2.0,4,4,4,4,4,4,4,5,13,20,22,23,23,23,23,23,23,18,9,9,7,4,4,4,23
1341,38958,88,105,1.43,79,0,17033,-118.332185,34.088576,la,0,0,2,1,6,5,7,0,3,66,0,0,1,0,0,9,4,1,1.33,2,2,2,2,2,3,3,7,13,27,30,31,31,31,31,31,30,24,16,12,9,6,2,2,31
2184,38958,94,105,1.71,76,0,17034,-118.326766,34.088635,la,1,0,1,1,6,7,22,1,1,50,0,0,1,0,2,2,8,2,1.5,1,1,1,1,1,1,2,4,11,20,22,25,25,25,25,25,23,16,8,7,5,3,2,1,31
357,28224,90,14,0.75,60,1030,17035,-118.321348,34.088693,la,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,1,0,0.0,1,1,1,1,1,1,2,2,3,4,4,4,5,5,5,5,5,3,2,2,2,2,2,1,5
2861,20543,75,28,1.26,73,0,17036,-118.315929,34.088751,la,0,0,0,0,1,1,1,0,1,16,0,0,1,0,0,0,7,0,0.0,0,0,0,0,0,0,0,0,2,4,4,4,3,3,3,3,3,1,1,1,0,0,0,0,4
3110,37417,62,74,1.78,74,0,17037,-118.310511,34.088809,la,0,0,0,0,2,11,15,0,2,23,0,0,1,0,1,5,14,0,1.75,2,2,2,2,2,3,6,9,15,17,28,40,39,40,40,40,39,31,23,17,14,9,3,2,42
3128,26927,57,25,1.13,70,0,17038,-118.305092,34.088867,la,0,0,0,0,0,1,2,0,0,17,0,1,0,0,0,0,2,2,0.0,4,4,4,4,4,4,4,4,4,5,7,7,7,7,7,7,7,6,6,5,5,4,4,4,8
2310,45294,61,44,1.26,72,0,17039,-118.299674,34.088924,la,0,0,0,0,3,0,1,0,3,26,0,0,1,0,0,1,9,0,0.0,0,0,0,0,0,0,0,1,1,4,6,6,7,7,7,7,7,6,2,1,1,1,1,0,7
3078,45294,67,54,1.97,75,170,17040,-118.294255,34.088981,la,0,0,3,0,4,9,6,0,1,20,0,0,1,0,3,3,1,3,1.4,3,3,3,3,4,4,5,8,16,19,23,24,24,24,24,24,24,16,15,12,11,10,3,3,25
4014,33464,55,71,1.71,74,11,17041,-118.288837,34.089038,la,3,2,0,0,2,6,4,0,0,34,0,0,4,0,0,7,9,0,0.0,3,3,3,3,3,4,4,5,7,11,17,20,20,20,20,20,20,17,14,12,10,7,3,3,23
1708,59868,43,13,1.04,54,90,17042,-118.283418,34.089095,la,0,1,0,0,0,0,1,0,1,9,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
1336,77444,37,89,2.06,57,209,17043,-118.277999,34.089152,la,3,2,0,0,2,14,7,0,1,30,0,2,2,0,3,13,8,2,1.6,2,2,2,2,2,2,4,9,10,17,30,47,46,46,45,45,45,40,32,16,11,7,3,2,57
1389,66544,31,56,1.55,49,48,17044,-118.272581,34.089208,la,0,2,0,0,0,3,2,0,4,32,0,0,0,0,2,5,3,3,1.83,2,3,3,3,3,3,3,4,4,8,10,16,17,17,17,17,17,13,7,6,6,6,4,4,21
644,41406,36,15,1.52,49,0,17045,-118.267162,34.089264,la,0,0,1,0,0,0,1,0,2,7,0,0,0,0,0,2,2,0,0.0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,1,1,1,1,1,0,0,3
971,62500,38,83,1.55,55,85,17046,-118.261743,34.08932,la,0,1,1,0,2,2,21,0,1,40,0,0,1,0,0,2,8,4,1.0,1,1,1,1,1,1,1,1,6,13,17,17,16,16,16,16,15,11,4,3,2,2,1,1,21
1206,50455,29,24,1.77,44,0,17047,-118.256325,34.089375,la,1,2,0,0,0,1,3,0,1,11,0,0,0,0,0,2,1,2,0.0,0,0,0,0,0,1,2,2,2,2,2,4,4,4,4,4,4,4,3,2,1,0,0,0,4
762,37031,21,25,1.87,28,19,17048,-118.250906,34.089431,la,0,0,2,0,1,1,0,0,3,10,0,2,0,0,0,1,2,3,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,3
44,16250,18,2,0.69,5,79,17049,-118.245487,34.089486,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,16250,19,2,0.0,18,0,17050,-118.240069,34.08954,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,53182,24,8,1.39,60,45,17051,-118.23465,34.089595,la,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
583,58424,64,31,1.55,64,0,17052,-118.229231,34.089649,la,0,0,1,0,0,5,0,0,0,13,0,3,0,0,0,0,5,4,0.0,1,1,1,1,1,1,1,3,5,7,9,9,9,9,8,7,6,6,3,3,3,2,2,1,10
1248,32188,59,28,1.97,69,0,17053,-118.223812,34.089703,la,0,0,2,0,0,5,1,0,0,5,0,0,2,0,1,1,7,4,0.0,0,0,0,0,1,1,2,2,6,7,7,7,7,7,7,7,7,6,3,2,2,2,1,0,8
1246,35417,46,34,1.83,65,9,17054,-118.218394,34.089757,la,0,0,1,0,0,5,0,0,2,11,0,0,1,0,0,4,5,4,1.0,0,0,0,0,0,0,0,0,4,7,8,10,10,10,10,10,9,6,2,1,1,1,0,0,12
1515,41563,32,17,1.87,61,194,17055,-118.212975,34.089811,la,0,1,1,0,1,2,0,0,1,4,0,0,2,0,0,0,0,5,0.0,0,0,0,0,0,0,1,1,1,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,4
