population,income,averlight,places,b_diversity,b_rating,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainm,finance,food,health,nightclub,office,other,public_use,recreation,religious,residentia,restaurant,retail,service,transporta,insta_like,b_price,b_opening_23,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,insta_0,insta_1,insta_10,insta_11,insta_12,insta_13,insta_14,insta_15,insta_16,insta_17,insta_18,insta_19,insta_2,insta_20,insta_21,insta_22,insta_23,insta_3,insta_4,insta_5,insta_6,insta_7,insta_8,insta_9
2414,41857,48,55,1.97,0,73,0,10158,-118.123657,33.892307,la,2,0,0,0,6,7,9,0,5,18,0,0,1,0,0,3,3,1,0,1.5,2,2,2,2,2,3,4,5,7,15,16,18,18,17,18,18,17,13,7,6,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,59632,41,62,2.23,0,61,0,10159,-118.118251,33.892356,la,0,0,2,0,9,7,6,0,3,10,0,0,5,0,1,3,11,5,0,1.4,5,5,5,5,5,5,5,11,15,26,29,31,30,30,30,30,30,24,20,16,15,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,60239,30,6,0.87,0,56,0,10160,-118.112845,33.892405,la,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,82931,32,8,0.9,0,64,0,10161,-118.107438,33.892454,la,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,62500,39,52,1.97,0,64,0,10162,-118.102032,33.892502,la,1,0,2,0,5,9,9,0,2,16,0,0,0,0,0,2,4,2,0,0,2,2,2,2,2,2,4,8,10,14,19,19,18,18,18,18,18,15,11,10,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,62500,34,6,0.87,0,65,0,10163,-118.096625,33.89255,la,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,69857,31,10,0.8,0,56,0,10164,-118.091218,33.892598,la,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,56250,33,15,1.56,0,58,0,10165,-118.085812,33.892645,la,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,2,2,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,58090,28,5,1.05,0,68,0,10166,-118.080405,33.892692,la,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,54653,27,8,0.9,0,69,0,10167,-118.074999,33.892739,la,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,66146,35,0,0,0,57,0,10168,-118.069592,33.892786,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,74265,48,22,0.99,0,69,0,10169,-118.064186,33.892833,la,0,0,0,0,1,0,0,0,0,15,0,0,1,0,0,1,4,0,0,0,1,1,1,1,1,1,1,2,6,8,8,8,8,8,8,8,8,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,74265,61,16,0.95,0,93,0,10170,-118.058779,33.892879,la,0,0,0,0,0,2,1,0,0,11,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,64,37,0.81,0,92,0,10171,-118.053372,33.892925,la,0,0,0,0,0,3,0,0,0,28,0,0,0,0,0,2,4,0,0,0,1,1,1,1,1,1,2,2,6,7,7,7,7,7,7,7,5,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70,42,1.27,0,87,0,10172,-118.047966,33.892971,la,0,0,0,0,1,1,0,0,1,26,1,0,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,6,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,74,23,1.42,0,89,0,10173,-118.042559,33.893017,la,0,0,0,0,0,2,0,0,1,10,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,1,3,6,6,6,6,6,6,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,63,43,1.2,0,89,0,10175,-118.031746,33.893107,la,0,0,0,0,1,1,4,0,0,28,1,0,0,0,0,3,5,0,0,0,2,2,2,2,2,2,2,8,11,12,12,12,12,12,12,10,8,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,93164,43,31,0.8,0,90,0,10176,-118.026339,33.893152,la,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,13,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,93164,36,4,1.39,0,78,0,10177,-118.020933,33.893197,la,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,93164,38,2,0,0,58,0,10178,-118.015526,33.893241,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,74792,47,7,1.75,0,54,0,10179,-118.010119,33.893286,la,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,91842,42,23,1.81,0,65,0,10180,-118.004712,33.89333,la,0,0,0,0,2,2,3,0,1,10,0,0,1,0,1,1,2,0,0,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,89811,33,7,0.96,0,58,0,10181,-117.999306,33.893373,la,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,65469,27,21,1.41,0,60,0,10182,-117.993899,33.893417,la,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,126875,22,10,1.61,0,43,0,10183,-117.988492,33.89346,la,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,126875,15,3,1.1,0,20,0,10184,-117.983085,33.893503,la,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,69412,13,1,0,0,14,0,10185,-117.977679,33.893546,la,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,69412,18,16,1.63,0,49,0,10186,-117.972272,33.893589,la,0,1,0,0,1,0,2,0,0,7,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,117962,20,8,1.26,0,46,0,10187,-117.966865,33.893631,la,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,117962,19,9,1.37,0,43,0,10188,-117.961458,33.893673,la,0,0,2,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,66844,19,7,1.35,0,41,0,10189,-117.956051,33.893715,la,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,66844,22,37,1.68,0,51,0,10190,-117.950645,33.893756,la,0,0,0,0,4,6,4,0,1,17,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,6,9,11,11,11,11,11,13,13,11,8,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,131653,18,23,1.39,0,42,0,10191,-117.945238,33.893798,la,0,0,0,0,4,0,2,0,1,12,0,0,0,0,1,0,0,3,0,1,1,1,1,1,1,1,2,2,4,7,7,7,6,6,6,6,6,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,116204,22,4,1.04,0,30,0,10192,-117.939831,33.893839,la,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,116204,36,122,1.16,0,50,0,10193,-117.934424,33.89388,la,0,0,1,0,5,4,73,0,2,32,0,0,0,0,0,1,4,0,0,0,1,1,1,1,1,1,1,8,20,33,34,34,35,35,35,35,31,9,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,82500,35,158,0.45,0,41,0,10194,-117.929017,33.89392,la,0,0,1,1,2,0,141,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,8,8,8,8,8,8,8,8,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,82500,19,4,0.56,0,27,0,10195,-117.92361,33.893961,la,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,179875,15,1,0,0,41,0,10196,-117.918203,33.894001,la,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,179875,13,0,0,0,21,0,10197,-117.912796,33.894041,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,179875,12,0,0,0,23,0,10198,-117.90739,33.894081,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,104844,12,0,0,0,25,0,10199,-117.901983,33.89412,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,104844,17,2,0,0,24,0,10200,-117.896576,33.894159,la,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,74479,25,3,1.1,0,39,0,10201,-117.891169,33.894198,la,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,44013,31,7,1.55,0,59,0,10202,-117.885762,33.894237,la,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,35863,40,1,0,0,53,0,10203,-117.880355,33.894276,la,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,111339,46,3,1.1,0,59,0,10204,-117.874948,33.894314,la,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,2,3,3,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,111339,36,1,0,0,56,0,10205,-117.869541,33.894352,la,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,93306,23,1,0,0,58,0,10206,-117.864134,33.89439,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,93306,20,1,0,0,51,0,10207,-117.858727,33.894427,la,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,114625,19,1,0,0,49,0,10208,-117.85332,33.894465,la,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,87120,24,0,0,0,50,0,10209,-117.847913,33.894502,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,120208,24,0,0,0,47,0,10210,-117.842506,33.894539,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,120208,22,0,0,0,51,0,10211,-117.837099,33.894575,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,120208,28,6,1.24,0,41,0,10212,-117.831692,33.894612,la,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,66599,40,57,1.84,0,60,0,10214,-117.820877,33.894684,la,2,0,1,0,5,4,3,0,4,21,0,0,0,0,0,5,12,0,0,0,2,3,3,3,3,3,5,9,14,25,27,28,28,28,28,28,27,16,14,12,11,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,56750,34,84,1.83,0,56,0,10215,-117.81547,33.894719,la,1,0,2,0,10,2,8,0,15,31,0,0,4,0,0,1,10,0,0,0,1,1,2,2,2,2,2,3,10,27,30,30,30,31,31,31,31,15,11,10,7,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,56750,20,13,1.26,0,43,0,10216,-117.810063,33.894755,la,1,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,112946,13,3,1.1,0,36,0,10217,-117.804656,33.89479,la,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,112946,15,4,1.04,0,26,0,10218,-117.799249,33.894825,la,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,133947,19,19,1.44,0,53,0,10219,-117.793842,33.89486,la,0,0,0,0,1,1,0,0,0,9,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,111271,19,11,1.16,0,55,0,10220,-117.788435,33.894894,la,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,111271,23,15,1.2,0,47,0,10221,-117.783027,33.894928,la,0,0,0,0,2,1,0,0,1,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,151250,20,7,1.28,0,41,0,10223,-117.772213,33.894996,la,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,107656,9,0,0,0,20,0,10225,-117.761399,33.895063,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,107656,7,1,0,0,16,0,10226,-117.755992,33.895096,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,15,2,0.69,0,7,0,10237,-118.421065,33.893758,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,111563,24,59,1.41,0,74,0,10238,-118.41566,33.89382,la,0,0,0,0,4,1,2,0,1,36,0,2,0,0,0,3,7,3,0,2,1,1,1,1,1,1,1,2,3,6,7,8,8,8,8,8,8,6,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,140455,24,20,1.19,0,54,0,10239,-118.410254,33.893881,la,0,0,1,0,2,0,1,0,0,13,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,250001,29,15,1.41,0,54,0,10240,-118.404848,33.893943,la,0,0,2,0,1,0,0,0,1,8,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,250001,43,334,1.42,0,65,0,10241,-118.399442,33.894004,la,3,1,1,0,13,6,31,1,26,204,0,0,1,0,2,12,32,1,0,1.6,7,7,7,7,7,10,12,21,44,71,79,81,80,80,80,80,80,67,47,30,17,12,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,145977,41,14,0.9,0,54,0,10242,-118.394036,33.894065,la,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,105750,32,12,1.36,0,51,0,10243,-118.38863,33.894126,la,0,0,2,0,0,0,0,0,1,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,142031,66,14,1.03,0,60,0,10244,-118.383224,33.894187,la,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,1,2,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,121795,97,10,1.61,0,80,0,10245,-118.377818,33.894247,la,0,0,1,0,2,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,132125,109,23,1.19,0,87,0,10246,-118.372412,33.894307,la,0,0,0,1,2,0,0,0,0,15,0,0,0,0,0,1,2,2,0,0,1,1,1,1,1,2,3,3,5,6,6,6,5,5,5,5,5,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,132125,87,62,1.82,0,73,0,10247,-118.367005,33.894367,la,2,0,0,0,5,10,6,0,4,24,0,0,0,0,1,2,8,0,0,1.3,3,3,3,3,3,3,7,7,8,26,29,32,31,31,31,31,31,27,19,13,12,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,67063,67,45,1.96,0,72,0,10248,-118.361599,33.894427,la,1,0,1,0,1,3,4,0,2,16,0,1,4,0,1,0,10,1,0,1.5,1,1,1,1,1,1,1,3,5,8,14,14,13,13,13,14,14,10,7,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,28173,68,171,1.69,0,80,0,10249,-118.356193,33.894486,la,1,0,0,0,22,11,17,0,10,79,0,0,1,0,2,4,23,1,0,1.2,1,1,1,1,3,3,8,20,31,48,60,61,60,60,60,60,55,40,33,28,22,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,51771,59,23,1.48,0,72,0,10250,-118.350787,33.894545,la,0,0,0,0,3,0,2,0,1,7,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
